file1,"cod_event_in;id_volcan;est;componente;id_evento_macro;cod_event;id_tecnica;fecha_pick;autor;t_p;t_s;c_p;c_s;inicio;snr;polar;fecha_cr;descripcion;label_event;amplitud;coda;frecuencia
1623;99;NBL;Z;20171212_193705.172 ;NBLZ12-12-2017_19:36:59.876;1;2021-07-04 23:27:25.779 ;4Testing;2017-12-12T19:37:05.172Z;2017-12-12T19:37:44.487Z;0;0;0;11613;c;0002-07-21T00:00:00Z;sin comentario;1;36.109;12-12-2017 19:37;1
1625;99;CHA;Z;20171212_193705.172 ;CHAZ12-12-2017_00:00:01.970;1;2021-07-04 23:27:25.781 ;4Testing;0000-01-00T00:00:00.000Z;0000-01-00T00:00:00.000Z;0;0;0;0;c;0002-07-21T00:00:00Z;sin comentario;1;0;12-12-2017 0:00;1
1626;99;FRE;Z;20171212_193725.837 ;FREZ12-12-2017_19:36:43.036;1;2021-07-04 23:27:25.783 ;4Testing;2017-12-12T19:37:25.837Z;2017-12-12T19:36:44.491Z;0;0;0;-86189;c;0002-07-21T00:00:00Z;sin comentario;1;23.338;12-12-2017 19:36;1
1627;99;FU2;Z;20171212_193735.569 ;FU2Z12-12-2017_19:36:39.216;1;2021-07-04 23:27:25.786 ;4Testing;2017-12-12T19:37:35.569Z;2017-12-12T19:36:36.291Z;0;0;0;-44874;c;0002-07-21T00:00:00Z;sin comentario;1;38.398;12-12-2017 19:36;1
1628;99;FU2;Z;20171212_193804.023 ;FU2Z12-12-2017_19:37:52.185;1;2021-07-04 23:27:25.787 ;4Testing;2017-12-12T19:38:04.023Z;2017-12-12T19:38:04.003Z;0;0;0;-76416;c;0002-07-21T00:00:00Z;sin comentario;1;36.788;12-12-2017 19:38;1
1629;99;FU2;Z;20171212_193804.023 ;FU2Z12-12-2017_19:37:30.215;1;2021-07-04 23:27:25.788 ;4Testing;2017-12-12T19:38:04.486Z;2017-12-12T19:38:04.006Z;0;0;0;-78728;c;0002-07-21T00:00:00Z;sin comentario;1;37.667;12-12-2017 19:37;1
1630;99;NBL;Z;20171212_193851.939 ;NBLZ12-12-2017_19:38:00.075;1;2021-07-04 23:27:25.788 ;4Testing;2017-12-12T19:38:51.939Z;2017-12-12T19:38:33.486Z;0;0;0;-19728;c;0002-07-21T00:00:00Z;sin comentario;1;32.404;12-12-2017 19:38;1
1631;99;NBL;Z;20171212_193912.913 ;NBLZ12-12-2017_19:39:00.743;1;2021-07-04 23:27:25.789 ;4Testing;2017-12-12T19:39:12.913Z;2017-12-12T19:39:01.431Z;0;0;0;-30442;c;0002-07-21T00:00:00Z;sin comentario;1;63.205;12-12-2017 19:39;1
1632;99;NBL;Z;20171212_193912.913 ;NBLZ12-12-2017_19:38:39.734;1;2021-07-04 23:27:25.790 ;4Testing;2017-12-12T19:39:12.916Z;2017-12-12T19:38:39.301Z;0;0;0;-53964;c;0002-07-21T00:00:00Z;sin comentario;1;44.043;12-12-2017 19:38;1
1633;99;NBL;Z;20171212_193912.913 ;NBLZ12-12-2017_19:38:22.544;1;2021-07-04 23:27:25.791 ;4Testing;2017-12-12T19:39:12.919Z;2017-12-12T19:38:33.483Z;0;0;0;-106356;c;0002-07-21T00:00:00Z;sin comentario;1;23.025;12-12-2017 19:38;1
1634;99;FRE;Z;20171212_193934.248 ;FREZ12-12-2017_19:38:48.654;1;2021-07-04 23:27:25.792 ;4Testing;2017-12-12T19:39:34.248Z;2017-12-12T19:38:53.712Z;0;0;0;-101023;c;0002-07-21T00:00:00Z;sin comentario;1;19.502;12-12-2017 19:38;1
1635;99;FU2;Z;20171212_194003.768 ;FU2Z12-12-2017_19:39:16.943;1;2021-07-04 23:27:25.793 ;4Testing;2017-12-12T19:40:03.768Z;2017-12-12T19:39:13.981Z;0;0;0;-23055;c;0002-07-21T00:00:00Z;sin comentario;1;42.272;12-12-2017 19:39;1
1636;99;FU2;Z;20171212_194103.572 ;FU2Z12-12-2017_19:40:59.091;1;2021-07-04 23:27:25.793 ;4Testing;2017-12-12T19:41:03.572Z;2017-12-12T19:41:04.002Z;0;0;0;-37478;c;0002-07-21T00:00:00Z;sin comentario;1;54.191;12-12-2017 19:41;1
1637;99;NBL;Z;20171212_194208.282 ;NBLZ12-12-2017_19:42:02.910;1;2021-07-04 23:27:25.794 ;4Testing;2017-12-12T19:42:08.282Z;2017-12-12T19:42:28.865Z;0;0;0;-0.12561;c;0002-07-21T00:00:00Z;sin comentario;1;31.762;12-12-2017 19:42;1
1638;99;FU2;Z;20171212_194225.102 ;FU2Z12-12-2017_19:42:21.429;1;2021-07-04 23:27:25.795 ;4Testing;2017-12-12T19:42:25.102Z;2017-12-12T19:42:26.292Z;0;0;0;-184722;c;0002-07-21T00:00:00Z;sin comentario;1;28.611;12-12-2017 19:42;1
1639;99;FU2;Z;20171212_194259.602 ;FU2Z12-12-2017_19:42:54.659;1;2021-07-04 23:27:25.796 ;4Testing;2017-12-12T19:42:59.602Z;2017-12-12T19:43:48.609Z;0;0;0;-5119;c;0002-07-21T00:00:00Z;sin comentario;1;34.863;12-12-2017 19:43;1
1640;99;NBL;Z;20171212_194308.708 ;NBLZ12-12-2017_19:42:23.839;1;2021-07-04 23:27:25.797 ;4Testing;2017-12-12T19:43:08.708Z;2017-12-12T19:42:28.892Z;0;0;0;-142893;c;0002-07-21T00:00:00Z;sin comentario;1;29.453;12-12-2017 19:42;1
1641;99;NBL;Z;20171212_194334.252 ;NBLZ12-12-2017_19:43:28.918;1;2021-07-04 23:27:25.797 ;4Testing;2017-12-12T19:43:34.252Z;2017-12-12T19:43:33.912Z;0;0;0;-39798;c;0002-07-21T00:00:00Z;sin comentario;1;30.448;12-12-2017 19:43;1
1642;99;FRE;Z;20171212_194530.896 ;FREZ12-12-2017_19:44:55.496;1;2021-07-04 23:27:25.798 ;4Testing;2017-12-12T19:45:30.896Z;2017-12-12T19:45:00.682Z;0;0;0;-32155;c;0002-07-21T00:00:00Z;sin comentario;1;28.822;12-12-2017 19:45;1
1643;99;NBL;Z;20171212_194547.272 ;NBLZ12-12-2017_19:45:43.815;1;2021-07-04 23:27:25.799 ;4Testing;2017-12-12T19:45:47.272Z;2017-12-12T19:45:48.682Z;0;0;0;-77576;c;0002-07-21T00:00:00Z;sin comentario;1;30.891;12-12-2017 19:45;1
1644;99;FU2;Z;20171212_194648.309 ;FU2Z12-12-2017_19:45:52.625;1;2021-07-04 23:27:25.800 ;4Testing;2017-12-12T19:46:48.309Z;2017-12-12T19:46:04.003Z;0;0;0;0.51323;c;0002-07-21T00:00:00Z;sin comentario;1;20.173;12-12-2017 19:46;1
1645;99;FRE;Z;20171212_194700.672 ;FREZ12-12-2017_19:46:55.304;1;2021-07-04 23:27:25.801 ;4Testing;2017-12-12T19:47:00.672Z;2017-12-12T19:47:06.083Z;0;0;0;158394;c;0002-07-21T00:00:00Z;sin comentario;1;79.393;12-12-2017 19:47;1
1646;99;FU2;Z;20171212_194700.672 ;FU2Z12-12-2017_19:46:43.424;1;2021-07-04 23:27:25.801 ;4Testing;2017-12-12T19:47:01.784Z;2017-12-12T19:46:52.653Z;0;0;0;-88194;c;0002-07-21T00:00:00Z;sin comentario;1;23.386;12-12-2017 19:46;1
1647;99;FRE;Z;20171212_194802.672 ;FREZ12-12-2017_19:47:58.723;1;2021-07-04 23:27:25.802 ;4Testing;2017-12-12T19:48:02.672Z;2017-12-12T19:48:48.478Z;0;0;0;50281;c;0002-07-21T00:00:00Z;sin comentario;1;19.833;12-12-2017 19:48;1
1648;99;NBL;Z;20171212_194826.026 ;NBLZ12-12-2017_19:47:52.283;1;2021-07-04 23:27:25.803 ;4Testing;2017-12-12T19:48:26.026Z;2017-12-12T19:47:50.451Z;0;0;0;-76177;c;0002-07-21T00:00:00Z;sin comentario;1;104.345;12-12-2017 19:48;1
1649;99;NBL;Z;20171212_194945.413 ;NBLZ12-12-2017_19:49:35.571;1;2021-07-04 23:27:25.804 ;4Testing;2017-12-12T19:49:45.413Z;2017-12-12T19:49:45.043Z;0;0;0;-94396;c;0002-07-21T00:00:00Z;sin comentario;1;3.78;12-12-2017 19:49;1
1650;99;FU2;Z;20171212_195031.112 ;FU2Z12-12-2017_19:50:25.850;1;2021-07-04 23:27:25.805 ;4Testing;2017-12-12T19:50:31.112Z;2017-12-12T19:50:30.772Z;0;0;0;-28841;c;0002-07-21T00:00:00Z;sin comentario;1;3.473;12-12-2017 19:50;1
1651;99;NBL;Z;20171212_195031.112 ;NBLZ12-12-2017_19:50:28.250;1;2021-07-04 23:27:25.805 ;4Testing;2017-12-12T19:50:33.252Z;2017-12-12T19:50:40.083Z;0;0;0;-48018;c;0002-07-21T00:00:00Z;sin comentario;1;34.056;12-12-2017 19:51;1
1652;99;NBL;Z;20171212_195031.112 ;NBLZ12-12-2017_19:49:58.300;1;2021-07-04 23:27:25.806 ;4Testing;2017-12-12T19:50:33.256Z;2017-12-12T19:49:59.321Z;0;0;0;-3953;c;0002-07-21T00:00:00Z;sin comentario;1;123.455;12-12-2017 19:50;1
1653;99;FU2;Z;20171212_195150.752 ;FU2Z12-12-2017_19:51:48.188;1;2021-07-04 23:27:25.807 ;4Testing;2017-12-12T19:51:50.752Z;2017-12-12T19:52:03.914Z;0;0;0;0.42297;c;0002-07-21T00:00:00Z;sin comentario;1;11.904;12-12-2017 19:51;1
1654;99;NBL;Z;20171212_195150.752 ;NBLZ12-12-2017_19:51:46.168;1;2021-07-04 23:27:25.808 ;4Testing;2017-12-12T19:51:51.542Z;2017-12-12T19:51:54.213Z;0;0;0;33062;c;0002-07-21T00:00:00Z;sin comentario;1;45.347;12-12-2017 19:52;1
1655;99;FU2;Z;20171212_195302.814 ;FU2Z12-12-2017_19:52:43.477;1;2021-07-04 23:27:25.808 ;4Testing;2017-12-12T19:53:02.814Z;2017-12-12T19:53:04.084Z;0;0;0;-59197;c;0002-07-21T00:00:00Z;sin comentario;1;23.165;12-12-2017 19:52;1
1656;99;NBL;Z;20171212_195346.932 ;NBLZ12-12-2017_19:53:43.816;1;2021-07-04 23:27:25.809 ;4Testing;2017-12-12T19:53:46.932Z;2017-12-12T19:53:40.921Z;0;0;0;-0.77344;c;0002-07-21T00:00:00Z;sin comentario;1;137.225;12-12-2017 19:53;1
1657;99;FRE;Z;20171212_195358.002 ;FREZ12-12-2017_19:53:49.616;1;2021-07-04 23:27:25.810 ;4Testing;2017-12-12T19:53:58.002Z;2017-12-12T19:53:57.692Z;0;0;0;-41628;c;0002-07-21T00:00:00Z;sin comentario;1;15.979;12-12-2017 19:53;1
1658;99;FU2;Z;20171212_195527.712 ;FU2Z12-12-2017_19:55:25.834;1;2021-07-04 23:27:25.811 ;4Testing;2017-12-12T19:55:27.712Z;2017-12-12T19:55:30.802Z;0;0;0;25814;c;0002-07-21T00:00:00Z;sin comentario;1;45.134;12-12-2017 19:55;1
1659;99;FU2;Z;20171212_195527.712 ;FU2Z12-12-2017_19:54:54.634;1;2021-07-04 23:27:25.811 ;4Testing;2017-12-12T19:55:27.716Z;2017-12-12T19:55:30.816Z;0;0;0;15944;c;0002-07-21T00:00:00Z;sin comentario;1;45.134;12-12-2017 19:55;1
1660;99;FU2;Z;20171212_195822.205 ;FU2Z12-12-2017_19:57:54.631;1;2021-07-04 23:27:25.812 ;4Testing;2017-12-12T19:58:22.205Z;2017-12-12T19:58:21.755Z;0;0;0;-15209;c;0002-07-21T00:00:00Z;sin comentario;1;22.375;12-12-2017 19:58;1
1661;99;FU2;Z;20171212_195822.205 ;FU2Z12-12-2017_19:57:30.171;1;2021-07-04 23:27:25.813 ;4Testing;2017-12-12T19:58:22.209Z;2017-12-12T19:58:21.779Z;0;0;0;-0.65603;c;0002-07-21T00:00:00Z;sin comentario;1;22.375;12-12-2017 19:57;1
1662;99;FU2;Z;20171212_195929.947 ;FU2Z12-12-2017_19:58:52.430;1;2021-07-04 23:27:25.814 ;4Testing;2017-12-12T19:59:29.947Z;2017-12-12T19:58:49.481Z;0;0;0;-18484;c;0002-07-21T00:00:00Z;sin comentario;1;31.814;12-12-2017 19:59;1
1663;99;NBL;Z;20171212_200040.093 ;NBLZ12-12-2017_20:00:27.198;1;2021-07-04 23:27:25.815 ;4Testing;2017-12-12T20:00:40.093Z;2017-12-12T20:00:39.743Z;0;0;0;-69257;c;0002-07-21T00:00:00Z;sin comentario;1;84.924;12-12-2017 20:00;1
1664;99;NBL;Z;20171212_200103.962 ;NBLZ12-12-2017_20:00:58.787;1;2021-07-04 23:27:25.815 ;4Testing;2017-12-12T20:01:03.962Z;2017-12-12T20:00:58.291Z;0;0;0;-1118;c;0002-07-21T00:00:00Z;sin comentario;1;140.368;12-12-2017 20:01;1
1665;99;FU2;Z;20171212_200155.999 ;FU2Z12-12-2017_20:00:59.077;1;2021-07-04 23:27:25.816 ;4Testing;2017-12-12T20:01:55.999Z;2017-12-12T20:01:04.052Z;0;0;0;36549;c;0002-07-21T00:00:00Z;sin comentario;1;27.031;12-12-2017 20:01;1
1666;99;FU2;Z;20171212_200202.473 ;FU2Z12-12-2017_20:01:52.566;1;2021-07-04 23:27:25.817 ;4Testing;2017-12-12T20:02:02.473Z;2017-12-12T20:02:04.023Z;0;0;0;-66319;c;0002-07-21T00:00:00Z;sin comentario;1;35.572;12-12-2017 20:02;1
1667;99;FU2;Z;20171212_200220.542 ;FU2Z12-12-2017_20:02:16.846;1;2021-07-04 23:27:25.818 ;4Testing;2017-12-12T20:02:20.542Z;2017-12-12T20:02:21.782Z;0;0;0;-168102;c;0002-07-21T00:00:00Z;sin comentario;1;30.775;12-12-2017 20:02;1
1668;99;FU2;Z;20171212_200304.474 ;FU2Z12-12-2017_20:02:48.005;1;2021-07-04 23:27:25.819 ;4Testing;2017-12-12T20:03:04.474Z;2017-12-12T20:02:45.091Z;0;0;0;-30297;c;0002-07-21T00:00:00Z;sin comentario;1;35.837;12-12-2017 20:03;1
1669;99;NBL;Z;20171212_200628.692 ;NBLZ12-12-2017_20:06:23.491;1;2021-07-04 23:27:25.819 ;4Testing;2017-12-12T20:06:28.692Z;2017-12-12T20:06:28.492Z;0;0;0;-36906;c;0002-07-21T00:00:00Z;sin comentario;1;23.577;12-12-2017 20:06;1
1670;99;FU2;Z;20171212_200935.475 ;FU2Z12-12-2017_20:09:12.457;1;2021-07-04 23:27:25.820 ;4Testing;2017-12-12T20:09:35.475Z;2017-12-12T20:09:35.045Z;0;0;0;-27251;c;0002-07-21T00:00:00Z;sin comentario;1;28.315;12-12-2017 20:09;1
1671;99;FU2;Z;20171212_201149.062 ;FU2Z12-12-2017_20:11:43.674;1;2021-07-04 23:27:25.821 ;4Testing;2017-12-12T20:11:49.062Z;2017-12-12T20:11:40.741Z;0;0;0;-33469;c;0002-07-21T00:00:00Z;sin comentario;1;21.751;12-12-2017 20:11;1
1672;99;FU2;Z;20171212_201404.488 ;FU2Z12-12-2017_20:13:16.902;1;2021-07-04 23:27:25.822 ;4Testing;2017-12-12T20:14:04.488Z;2017-12-12T20:13:30.794Z;0;0;0;-16029;c;0002-07-21T00:00:00Z;sin comentario;1;15.102;12-12-2017 20:13;1
1673;99;FU2;Z;20171212_201704.462 ;FU2Z12-12-2017_20:16:59.038;1;2021-07-04 23:27:25.823 ;4Testing;2017-12-12T20:17:04.462Z;2017-12-12T20:17:04.012Z;0;0;0;-47176;c;0002-07-21T00:00:00Z;sin comentario;1;3.282;12-12-2017 20:17;1
1674;99;NBL;Z;20171212_201746.792 ;NBLZ12-12-2017_20:17:43.227;1;2021-07-04 23:27:25.823 ;4Testing;2017-12-12T20:17:46.792Z;2017-12-12T20:17:48.322Z;0;0;0;67857;c;0002-07-21T00:00:00Z;sin comentario;1;17.944;12-12-2017 20:17;1
1675;99;NBL;Z;20171212_201958.002 ;NBLZ12-12-2017_20:19:52.575;1;2021-07-04 23:27:25.824 ;4Testing;2017-12-12T20:19:58.002Z;2017-12-12T20:19:57.662Z;0;0;0;-25485;c;0002-07-21T00:00:00Z;sin comentario;1;30.117;12-12-2017 20:20;1
1676;99;FU2;Z;20171212_202028.796 ;FU2Z12-12-2017_20:19:59.054;1;2021-07-04 23:27:25.825 ;4Testing;2017-12-12T20:20:28.796Z;2017-12-12T20:20:04.022Z;0;0;0;-144762;c;0002-07-21T00:00:00Z;sin comentario;1;23.898;12-12-2017 20:20;1
1677;99;FRE;Z;20171212_202059.695 ;FREZ12-12-2017_20:20:31.424;1;2021-07-04 23:27:25.826 ;4Testing;2017-12-12T20:20:59.695Z;2017-12-12T20:20:36.532Z;0;0;0;-1367;c;0002-07-21T00:00:00Z;sin comentario;1;26.225;12-12-2017 20:20;1
1678;99;FU2;Z;20171212_202104.442 ;FU2Z12-12-2017_20:20:59.063;1;2021-07-04 23:27:25.827 ;4Testing;2017-12-12T20:21:04.442Z;2017-12-12T20:20:58.591Z;0;0;0;-0.68967;c;0002-07-21T00:00:00Z;sin comentario;1;76.537;12-12-2017 20:21;1
1679;99;FRE;Z;20171212_202344.858 ;FREZ12-12-2017_20:22:58.581;1;2021-07-04 23:27:25.827 ;4Testing;2017-12-12T20:23:44.858Z;2017-12-12T20:23:36.087Z;0;0;0;-3.77;c;0002-07-21T00:00:00Z;sin comentario;1;27.567;12-12-2017 20:23;1
1680;99;FU2;Z;20171212_202403.262 ;FU2Z12-12-2017_20:23:59.050;1;2021-07-04 23:27:25.828 ;4Testing;2017-12-12T20:24:03.262Z;2017-12-12T20:24:04.102Z;0;0;0;-11718;c;0002-07-21T00:00:00Z;sin comentario;1;57.631;12-12-2017 20:24;1
1681;99;SHG;Z;20171212_202422.762 ;SHGZ12-12-2017_20:24:17.459;1;2021-07-04 23:27:25.829 ;4Testing;2017-12-12T20:24:22.762Z;2017-12-12T20:24:22.722Z;0;0;0;-39289;c;0002-07-21T00:00:00Z;sin comentario;1;37.019;12-12-2017 20:24;1
1682;99;FRE;Z;20171212_202437.345 ;FREZ12-12-2017_20:24:12.399;1;2021-07-04 23:27:25.830 ;4Testing;2017-12-12T20:24:37.345Z;2017-12-12T20:24:22.453Z;0;0;0;-20636;c;0002-07-21T00:00:00Z;sin comentario;1;37.138;12-12-2017 20:24;1
1683;99;FRE;Z;20171212_202553.087 ;FREZ12-12-2017_20:25:13.518;1;2021-07-04 23:27:25.830 ;4Testing;2017-12-12T20:25:53.087Z;2017-12-12T20:25:18.702Z;0;0;0;-20697;c;0002-07-21T00:00:00Z;sin comentario;1;24.047;12-12-2017 20:25;1
1684;99;NBL;Z;20171212_202600.284 ;NBLZ12-12-2017_20:25:43.468;1;2021-07-04 23:27:25.831 ;4Testing;2017-12-12T20:26:00.284Z;2017-12-12T20:25:48.502Z;0;0;0;-40969;c;0002-07-21T00:00:00Z;sin comentario;1;22.512;12-12-2017 20:25;1
1685;99;NBL;Z;20171212_202624.872 ;NBLZ12-12-2017_20:26:20.877;1;2021-07-04 23:27:25.832 ;4Testing;2017-12-12T20:26:24.872Z;2017-12-12T20:26:17.381Z;0;0;0;-16874;c;0002-07-21T00:00:00Z;sin comentario;1;27.102;12-12-2017 20:26;1
1686;99;FRE;Z;20171212_202645.878 ;FREZ12-12-2017_20:26:01.377;1;2021-07-04 23:27:25.833 ;4Testing;2017-12-12T20:26:45.878Z;2017-12-12T20:26:05.012Z;0;0;0;-0.94004;c;0002-07-21T00:00:00Z;sin comentario;1;29.185;12-12-2017 20:26;1
1687;99;FRE;Z;20171212_202701.404 ;FREZ12-12-2017_20:26:42.846;1;2021-07-04 23:27:25.834 ;4Testing;2017-12-12T20:27:01.404Z;2017-12-12T20:27:04.924Z;0;0;0;-48763;c;0002-07-21T00:00:00Z;sin comentario;1;29.185;12-12-2017 20:26;1
1688;99;NBL;Z;20171212_202901.597 ;NBLZ12-12-2017_20:28:21.435;1;2021-07-04 23:27:25.834 ;4Testing;2017-12-12T20:29:01.597Z;2017-12-12T20:28:26.592Z;0;0;0;-12333;c;0002-07-21T00:00:00Z;sin comentario;1;48.201;12-12-2017 20:28;1
1689;99;FU2;Z;20171212_202901.597 ;FU2Z12-12-2017_20:28:54.594;1;2021-07-04 23:27:25.835 ;4Testing;2017-12-12T20:29:04.473Z;2017-12-12T20:29:04.033Z;0;0;0;-26513;c;0002-07-21T00:00:00Z;sin comentario;1;36.183;12-12-2017 20:29;1
1690;99;FU2;Z;20171212_202901.597 ;FU2Z12-12-2017_20:28:16.975;1;2021-07-04 23:27:25.836 ;4Testing;2017-12-12T20:29:04.478Z;2017-12-12T20:29:04.028Z;0;0;0;-34771;c;0002-07-21T00:00:00Z;sin comentario;1;20.797;12-12-2017 20:28;1
1691;99;NBL;Z;20171212_203023.882 ;NBLZ12-12-2017_20:30:18.532;1;2021-07-04 23:27:25.837 ;4Testing;2017-12-12T20:30:23.882Z;2017-12-12T20:30:23.472Z;0;0;0;-52843;c;0002-07-21T00:00:00Z;sin comentario;1;24.074;12-12-2017 20:30;1
1692;99;FRE;Z;20171212_203124.726 ;FREZ12-12-2017_20:30:49.432;1;2021-07-04 23:27:25.838 ;4Testing;2017-12-12T20:31:24.726Z;2017-12-12T20:30:54.542Z;0;0;0;-117791;c;0002-07-21T00:00:00Z;sin comentario;1;31.777;12-12-2017 20:31;1
1693;99;FRE;Z;20171212_203158.246 ;FREZ12-12-2017_20:31:22.481;1;2021-07-04 23:27:25.839 ;4Testing;2017-12-12T20:31:58.246Z;2017-12-12T20:31:25.802Z;0;0;0;-77546;c;0002-07-21T00:00:00Z;sin comentario;1;23.204;12-12-2017 20:31;1
1694;99;FU2;Z;20171212_203504.452 ;FU2Z12-12-2017_20:34:59.037;1;2021-07-04 23:27:25.839 ;4Testing;2017-12-12T20:35:04.452Z;2017-12-12T20:35:04.032Z;0;0;0;-14423;c;0002-07-21T00:00:00Z;sin comentario;1;7.414;12-12-2017 20:35;1
1695;99;FU2;Z;20171212_203504.452 ;FU2Z12-12-2017_20:34:16.887;1;2021-07-04 23:27:25.840 ;4Testing;2017-12-12T20:35:04.488Z;2017-12-12T20:35:04.038Z;0;0;0;-136574;c;0002-07-21T00:00:00Z;sin comentario;1;35.172;12-12-2017 20:34;1
1696;99;FRE;Z;20171212_203629.112 ;FREZ12-12-2017_20:36:24.275;1;2021-07-04 23:27:25.841 ;4Testing;2017-12-12T20:36:29.112Z;2017-12-12T20:36:29.202Z;0;0;0;-10817;c;0002-07-21T00:00:00Z;sin comentario;1;28.057;12-12-2017 20:36;1
1697;99;FRE;Z;20171212_203711.583 ;FREZ12-12-2017_20:36:57.554;1;2021-07-04 23:27:25.842 ;4Testing;2017-12-12T20:37:11.583Z;2017-12-12T20:37:11.803Z;0;0;0;-17085;c;0002-07-21T00:00:00Z;sin comentario;1;12.235;12-12-2017 20:37;1
1698;99;FU2;Z;20171212_203845.902 ;FU2Z12-12-2017_20:38:43.592;1;2021-07-04 23:27:25.843 ;4Testing;2017-12-12T20:38:45.902Z;2017-12-12T20:38:40.741Z;0;0;0;-11874;c;0002-07-21T00:00:00Z;sin comentario;1;59.112;12-12-2017 20:38;1
1699;99;FRE;Z;20171212_203857.032 ;FREZ12-12-2017_20:38:53.662;1;2021-07-04 23:27:25.843 ;4Testing;2017-12-12T20:38:57.032Z;2017-12-12T20:39:00.482Z;0;0;0;113087;c;0002-07-21T00:00:00Z;sin comentario;1;45.537;12-12-2017 20:39;1
1700;99;FU2;Z;20171212_203904.492 ;FU2Z12-12-2017_20:38:59.022;1;2021-07-04 23:27:25.844 ;4Testing;2017-12-12T20:39:04.492Z;2017-12-12T20:39:04.082Z;0;0;0;-3073;c;0002-07-21T00:00:00Z;sin comentario;1;15.545;12-12-2017 20:39;1
1701;99;SHG;Z;20171212_203908.904 ;SHGZ12-12-2017_20:38:55.062;1;2021-07-04 23:27:25.845 ;4Testing;2017-12-12T20:39:08.904Z;2017-12-12T20:38:59.582Z;0;0;0;-0.59056;c;0002-07-21T00:00:00Z;sin comentario;1;26.269;12-12-2017 20:39;1
1702;99;NBL;Z;20171212_204028.755 ;NBLZ12-12-2017_20:40:04.701;1;2021-07-04 23:27:25.846 ;4Testing;2017-12-12T20:40:28.755Z;2017-12-12T20:40:09.802Z;0;0;0;-17463;c;0002-07-21T00:00:00Z;sin comentario;1;3.031;12-12-2017 20:40;1
1703;99;FU2;Z;20171212_204316.997 ;FU2Z12-12-2017_20:42:39.097;1;2021-07-04 23:27:25.847 ;4Testing;2017-12-12T20:43:16.997Z;2017-12-12T20:42:36.291Z;0;0;0;-54722;c;0002-07-21T00:00:00Z;sin comentario;1;50.627;12-12-2017 20:42;1
1704;99;FU2;Z;20171212_204602.964 ;FU2Z12-12-2017_20:45:43.624;1;2021-07-04 23:27:25.847 ;4Testing;2017-12-12T20:46:02.964Z;2017-12-12T20:45:48.562Z;0;0;0;-48778;c;0002-07-21T00:00:00Z;sin comentario;1;14.187;12-12-2017 20:45;1
1705;99;FU2;Z;20171212_204728.633 ;FU2Z12-12-2017_20:47:16.872;1;2021-07-04 23:27:25.848 ;4Testing;2017-12-12T20:47:28.633Z;2017-12-12T20:47:30.594Z;0;0;0;-58717;c;0002-07-21T00:00:00Z;sin comentario;1;28.083;12-12-2017 20:47;1
1706;99;FRE;Z;20171212_204743.953 ;FREZ12-12-2017_20:47:30.882;1;2021-07-04 23:27:25.849 ;4Testing;2017-12-12T20:47:43.953Z;2017-12-12T20:47:35.812Z;0;0;0;-47601;c;0002-07-21T00:00:00Z;sin comentario;1;27.848;12-12-2017 20:47;1
1707;99;FU2;Z;20171212_204831.249 ;FU2Z12-12-2017_20:47:39.151;1;2021-07-04 23:27:25.850 ;4Testing;2017-12-12T20:48:31.249Z;2017-12-12T20:48:30.839Z;0;0;0;-36381;c;0002-07-21T00:00:00Z;sin comentario;1;23.443;12-12-2017 20:47;1
1708;99;FU2;Z;20171212_205029.202 ;FU2Z12-12-2017_20:50:25.758;1;2021-07-04 23:27:25.851 ;4Testing;2017-12-12T20:50:29.202Z;2017-12-12T20:50:30.802Z;0;0;0;1515;c;0002-07-21T00:00:00Z;sin comentario;1;39.235;12-12-2017 20:50;1
1709;99;FU2;Z;20171212_205029.202 ;FU2Z12-12-2017_20:49:58.999;1;2021-07-04 23:27:25.851 ;4Testing;2017-12-12T20:50:29.606Z;2017-12-12T20:50:03.992Z;0;0;0;-22811;c;0002-07-21T00:00:00Z;sin comentario;1;51.267;12-12-2017 20:50;1
1710;99;FU2;Z;20171212_205127.933 ;FU2Z12-12-2017_20:51:16.857;1;2021-07-04 23:27:25.852 ;4Testing;2017-12-12T20:51:27.933Z;2017-12-12T20:51:28.744Z;0;0;0;20366;c;0002-07-21T00:00:00Z;sin comentario;1;41.643;12-12-2017 20:51;1
1711;99;FU2;Z;20171212_205127.933 ;FU2Z12-12-2017_20:50:43.338;1;2021-07-04 23:27:25.853 ;4Testing;2017-12-12T20:51:27.938Z;2017-12-12T20:51:28.768Z;0;0;0;3689;c;0002-07-21T00:00:00Z;sin comentario;1;65.656;12-12-2017 20:50;1
1712;99;FU2;Z;20171212_205226.724 ;FU2Z12-12-2017_20:52:07.926;1;2021-07-04 23:27:25.854 ;4Testing;2017-12-12T20:52:26.724Z;2017-12-12T20:52:07.501Z;0;0;0;-21768;c;0002-07-21T00:00:00Z;sin comentario;1;94.247;12-12-2017 20:52;1
1713;99;FRE;Z;20171212_205246.698 ;FREZ12-12-2017_20:51:57.956;1;2021-07-04 23:27:25.855 ;4Testing;2017-12-12T20:52:46.698Z;2017-12-12T20:52:03.022Z;0;0;0;-5334;c;0002-07-21T00:00:00Z;sin comentario;1;23.216;12-12-2017 20:52;1
