file1,"cod_event_in;id_volcan;est;componente;id_evento_macro;cod_event;id_tecnica;fecha_pick;autor;t_p;t_s;c_p;c_s;inicio;snr;polar;fecha_cr;descripcion;label_event;amplitud;coda;frecuencia
745;99;FU2;Z;20171212_124735.472 ;FU2Z12-12-2017_12:47:17.335;1;2021-07-04 23:27:25.065 ;4Testing;2017-12-12T12:47:35.474Z;2017-12-12T12:47:35.024Z;0;0;0;-38155;c;0002-07-21T00:00:00Z;sin comentario;1;35.761;12-12-2017 12:47;1
746;99;FU2;Z;20171212_124831.232 ;FU2Z12-12-2017_12:48:26.343;1;2021-07-04 23:27:25.067 ;4Testing;2017-12-12T12:48:31.232Z;2017-12-12T12:48:30.832Z;0;0;0;-97004;c;0002-07-21T00:00:00Z;sin comentario;1;37.008;12-12-2017 12:48;1
747;99;FU2;Z;20171212_124919.236 ;FU2Z12-12-2017_12:48:48.463;1;2021-07-04 23:27:25.067 ;4Testing;2017-12-12T12:49:19.236Z;2017-12-12T12:49:27.487Z;0;0;0;17062;c;0002-07-21T00:00:00Z;sin comentario;1;13.826;12-12-2017 12:48;1
748;99;FU2;Z;20171212_125005.748 ;FU2Z12-12-2017_12:49:17.202;1;2021-07-04 23:27:25.068 ;4Testing;2017-12-12T12:50:05.748Z;2017-12-12T12:50:08.329Z;0;0;0;-94096;c;0002-07-21T00:00:00Z;sin comentario;1;63.145;12-12-2017 12:49;1
749;99;FU2;Z;20171212_125035.492 ;FU2Z12-12-2017_12:50:30.611;1;2021-07-04 23:27:25.068 ;4Testing;2017-12-12T12:50:35.492Z;2017-12-12T12:50:35.082Z;0;0;0;-88101;c;0002-07-21T00:00:00Z;sin comentario;1;23.482;12-12-2017 12:50;1
750;99;FU2;Z;20171212_125141.129 ;FU2Z12-12-2017_12:50:48.530;1;2021-07-04 23:27:25.069 ;4Testing;2017-12-12T12:51:41.129Z;2017-12-12T12:50:49.461Z;0;0;0;-228357;c;0002-07-21T00:00:00Z;sin comentario;1;65.933;12-12-2017 12:50;1
751;99;NBL;Z;20171212_125232.103 ;NBLZ12-12-2017_12:52:22.679;1;2021-07-04 23:27:25.070 ;4Testing;2017-12-12T12:52:32.103Z;2017-12-12T12:52:44.725Z;0;0;0;-13335;c;0002-07-21T00:00:00Z;sin comentario;1;13.431;12-12-2017 12:52;1
752;99;FU2;Z;20171212_125301.668 ;FU2Z12-12-2017_12:52:17.509;1;2021-07-04 23:27:25.072 ;4Testing;2017-12-12T12:53:01.668Z;2017-12-12T12:53:04.018Z;0;0;0;-0.21404;c;0002-07-21T00:00:00Z;sin comentario;1;5.983;12-12-2017 12:52;1
753;99;FU2;Z;20171212_125301.668 ;FU2Z12-12-2017_12:52:59.538;1;2021-07-04 23:27:25.072 ;4Testing;2017-12-12T12:53:01.712Z;2017-12-12T12:53:04.002Z;0;0;0;-26827;c;0002-07-21T00:00:00Z;sin comentario;1;38.296;12-12-2017 12:53;1
755;99;FU2;Z;20171212_125317.192 ;FU2Z12-12-2017_12:53:12.548;1;2021-07-04 23:27:25.073 ;4Testing;2017-12-12T12:53:17.192Z;2017-12-12T12:53:16.992Z;0;0;0;-71033;c;0002-07-21T00:00:00Z;sin comentario;1;37.684;12-12-2017 12:53;1
756;99;FU2;Z;20171212_125523.612 ;FU2Z12-12-2017_12:55:21.715;1;2021-07-04 23:27:25.074 ;4Testing;2017-12-12T12:55:23.612Z;2017-12-12T12:55:26.182Z;0;0;0;-31933;c;0002-07-21T00:00:00Z;sin comentario;1;74.341;12-12-2017 12:55;1
757;99;FU2;Z;20171212_125635.242 ;FU2Z12-12-2017_12:56:30.344;1;2021-07-04 23:27:25.075 ;4Testing;2017-12-12T12:56:35.242Z;2017-12-12T12:56:34.812Z;0;0;0;-10973;c;0002-07-21T00:00:00Z;sin comentario;1;76.775;12-12-2017 12:56;1
758;99;FU2;Z;20171212_125635.242 ;FU2Z12-12-2017_12:56:12.864;1;2021-07-04 23:27:25.076 ;4Testing;2017-12-12T12:56:35.245Z;2017-12-12T12:56:34.805Z;0;0;0;-143622;c;0002-07-21T00:00:00Z;sin comentario;1;35.706;12-12-2017 12:56;1
759;99;FU2;Z;20171212_125757.732 ;FU2Z12-12-2017_12:57:52.832;1;2021-07-04 23:27:25.076 ;4Testing;2017-12-12T12:57:57.732Z;2017-12-12T12:57:57.332Z;0;0;0;-71952;c;0002-07-21T00:00:00Z;sin comentario;1;40.824;12-12-2017 12:58;1
760;99;NBL;Z;20171212_125851.593 ;NBLZ12-12-2017_12:58:42.241;1;2021-07-04 23:27:25.077 ;4Testing;2017-12-12T12:58:51.593Z;2017-12-12T12:58:57.533Z;0;0;0;-33882;c;0002-07-21T00:00:00Z;sin comentario;1;44.478;12-12-2017 12:59;1
761;99;FU2;Z;20171212_125901.846 ;FU2Z12-12-2017_12:58:30.671;1;2021-07-04 23:27:25.078 ;4Testing;2017-12-12T12:59:01.846Z;2017-12-12T12:59:04.026Z;0;0;0;0.96809;c;0002-07-21T00:00:00Z;sin comentario;1;64.852;12-12-2017 12:58;1
762;99;FU2;Z;20171212_125901.846 ;FU2Z12-12-2017_12:58:17.481;1;2021-07-04 23:27:25.080 ;4Testing;2017-12-12T12:59:01.848Z;2017-12-12T12:59:04.028Z;0;0;0;56726;c;0002-07-21T00:00:00Z;sin comentario;1;64.852;12-12-2017 12:58;1
763;99;FU2;Z;20171212_125940.453 ;FU2Z12-12-2017_12:59:30.200;1;2021-07-04 23:27:25.081 ;4Testing;2017-12-12T12:59:40.453Z;2017-12-12T12:59:43.553Z;0;0;0;54008;c;0002-07-21T00:00:00Z;sin comentario;1;63.021;12-12-2017 12:59;1
764;99;FU2;Z;20171212_125940.453 ;FU2Z12-12-2017_12:58:59.551;1;2021-07-04 23:27:25.081 ;4Testing;2017-12-12T12:59:40.617Z;2017-12-12T12:59:04.022Z;0;0;0;-0.32978;c;0002-07-21T00:00:00Z;sin comentario;1;64.852;12-12-2017 12:59;1
765;99;FU2;Z;20171212_130104.213 ;FU2Z12-12-2017_13:00:55.128;1;2021-07-04 23:27:25.081 ;4Testing;2017-12-12T13:01:04.213Z;2017-12-12T13:01:03.943Z;0;0;0;-53118;c;0002-07-21T00:00:00Z;sin comentario;1;78.407;12-12-2017 13:01;1
766;99;FU2;Z;20171212_130104.213 ;FU2Z12-12-2017_13:00:43.899;1;2021-07-04 23:27:25.083 ;4Testing;2017-12-12T13:01:04.215Z;2017-12-12T13:00:40.531Z;0;0;0;-40723;c;0002-07-21T00:00:00Z;sin comentario;1;133.417;12-12-2017 13:00;1
768;99;FU2;Z;20171212_130104.213 ;FU2Z12-12-2017_13:00:08.299;1;2021-07-04 23:27:25.083 ;4Testing;2017-12-12T13:01:04.219Z;2017-12-12T13:00:12.772Z;0;0;0;-113883;c;0002-07-21T00:00:00Z;sin comentario;1;85.188;12-12-2017 13:00;1
769;99;FU2;Z;20171212_130201.156 ;FU2Z12-12-2017_13:01:30.468;1;2021-07-04 23:27:25.084 ;4Testing;2017-12-12T13:02:01.156Z;2017-12-12T13:01:27.291Z;0;0;0;-13308;c;0002-07-21T00:00:00Z;sin comentario;1;132.309;12-12-2017 13:01;1
770;99;NBL;Z;20171212_130243.545 ;NBLZ12-12-2017_13:02:13.327;1;2021-07-04 23:27:25.085 ;4Testing;2017-12-12T13:02:43.545Z;2017-12-12T13:02:23.903Z;0;0;0;-10346;c;0002-07-21T00:00:00Z;sin comentario;1;10.561;12-12-2017 13:02;1
771;99;FU2;Z;20171212_130335.517 ;FU2Z12-12-2017_13:02:55.126;1;2021-07-04 23:27:25.086 ;4Testing;2017-12-12T13:03:35.517Z;2017-12-12T13:03:35.087Z;0;0;0;-93516;c;0002-07-21T00:00:00Z;sin comentario;1;35.391;12-12-2017 13:03;1
772;99;FU2;Z;20171212_130400.725 ;FU2Z12-12-2017_13:03:39.235;1;2021-07-04 23:27:25.087 ;4Testing;2017-12-12T13:04:00.725Z;2017-12-12T13:03:36.101Z;0;0;0;-80811;c;0002-07-21T00:00:00Z;sin comentario;1;6.137;12-12-2017 13:03;1
773;99;FU2;Z;20171212_130613.702 ;FU2Z12-12-2017_13:06:12.582;1;2021-07-04 23:27:25.088 ;4Testing;2017-12-12T13:06:13.702Z;2017-12-12T13:06:17.062Z;0;0;0;-52826;c;0002-07-21T00:00:00Z;sin comentario;1;35.112;12-12-2017 13:06;1
774;99;FU2;Z;20171212_130613.702 ;FU2Z12-12-2017_13:05:26.163;1;2021-07-04 23:27:25.088 ;4Testing;2017-12-12T13:06:13.708Z;2017-12-12T13:06:17.049Z;0;0;0;-10104;c;0002-07-21T00:00:00Z;sin comentario;1;35.525;12-12-2017 13:05;1
775;99;FU2;Z;20171212_130839.755 ;FU2Z12-12-2017_13:08:12.680;1;2021-07-04 23:27:25.089 ;4Testing;2017-12-12T13:08:39.755Z;2017-12-12T13:08:39.325Z;0;0;0;-55818;c;0002-07-21T00:00:00Z;sin comentario;1;44.029;12-12-2017 13:08;1
776;99;FU2;Z;20171212_130904.472 ;FU2Z12-12-2017_13:08:59.569;1;2021-07-04 23:27:25.090 ;4Testing;2017-12-12T13:09:04.472Z;2017-12-12T13:09:04.022Z;0;0;0;-11239;c;0002-07-21T00:00:00Z;sin comentario;1;43.451;12-12-2017 13:09;1
777;99;FRE;Z;20171212_130954.382 ;FREZ12-12-2017_13:09:50.308;1;2021-07-04 23:27:25.092 ;4Testing;2017-12-12T13:09:54.382Z;2017-12-12T13:09:55.042Z;0;0;0;47017;c;0002-07-21T00:00:00Z;sin comentario;1;34.889;12-12-2017 13:10;1
778;99;FU2;Z;20171212_131004.382 ;FU2Z12-12-2017_13:09:59.517;1;2021-07-04 23:27:25.092 ;4Testing;2017-12-12T13:10:04.382Z;2017-12-12T13:09:58.411Z;0;0;0;-0.21924;c;0002-07-21T00:00:00Z;sin comentario;1;209.694;12-12-2017 13:10;1
779;99;FU2;Z;20171212_131004.382 ;FU2Z12-12-2017_13:09:48.388;1;2021-07-04 23:27:25.092 ;4Testing;2017-12-12T13:10:04.384Z;2017-12-12T13:10:03.993Z;0;0;0;-37558;c;0002-07-21T00:00:00Z;sin comentario;1;32.406;12-12-2017 13:09;1
781;99;FU2;Z;20171212_131045.083 ;FU2Z12-12-2017_13:10:35.147;1;2021-07-04 23:27:25.094 ;4Testing;2017-12-12T13:10:45.083Z;2017-12-12T13:10:36.211Z;0;0;0;-10582;c;0002-07-21T00:00:00Z;sin comentario;1;7.762;12-12-2017 13:10;1
782;99;FU2;Z;20171212_131045.083 ;FU2Z12-12-2017_13:10:12.907;1;2021-07-04 23:27:25.096 ;4Testing;2017-12-12T13:10:45.086Z;2017-12-12T13:10:48.537Z;0;0;0;-55573;c;0002-07-21T00:00:00Z;sin comentario;1;55.993;12-12-2017 13:10;1
783;99;FU2;Z;20171212_131203.598 ;FU2Z12-12-2017_13:11:17.416;1;2021-07-04 23:27:25.096 ;4Testing;2017-12-12T13:12:03.598Z;2017-12-12T13:12:04.048Z;0;0;0;63772;c;0002-07-21T00:00:00Z;sin comentario;1;41.072;12-12-2017 13:11;1
784;99;FU2;Z;20171212_131203.598 ;FU2Z12-12-2017_13:11:59.555;1;2021-07-04 23:27:25.096 ;4Testing;2017-12-12T13:12:03.662Z;2017-12-12T13:12:04.022Z;0;0;0;-12002;c;0002-07-21T00:00:00Z;sin comentario;1;104.937;12-12-2017 13:12;1
785;99;FU2;Z;20171212_131222.172 ;FU2Z12-12-2017_13:12:17.255;1;2021-07-04 23:27:25.097 ;4Testing;2017-12-12T13:12:22.172Z;2017-12-12T13:12:21.752Z;0;0;0;-52354;c;0002-07-21T00:00:00Z;sin comentario;1;32.643;12-12-2017 13:12;1
786;99;FU2;Z;20171212_131320.556 ;FU2Z12-12-2017_13:12:52.904;1;2021-07-04 23:27:25.098 ;4Testing;2017-12-12T13:13:20.556Z;2017-12-12T13:13:21.746Z;0;0;0;-121896;c;0002-07-21T00:00:00Z;sin comentario;1;60.035;12-12-2017 13:13;1
787;99;FU2;Z;20171212_131320.556 ;FU2Z12-12-2017_13:13:17.334;1;2021-07-04 23:27:25.099 ;4Testing;2017-12-12T13:13:22.182Z;2017-12-12T13:13:21.752Z;0;0;0;-5668;c;0002-07-21T00:00:00Z;sin comentario;1;26.565;12-12-2017 13:13;1
788;99;FU2;Z;20171212_131424.552 ;FU2Z12-12-2017_13:14:21.272;1;2021-07-04 23:27:25.100 ;4Testing;2017-12-12T13:14:24.552Z;2017-12-12T13:14:25.782Z;0;0;0;-92103;c;0002-07-21T00:00:00Z;sin comentario;1;71.131;12-12-2017 13:14;1
789;99;FU2;Z;20171212_131516.354 ;FU2Z12-12-2017_13:14:55.102;1;2021-07-04 23:27:25.101 ;4Testing;2017-12-12T13:15:16.354Z;2017-12-12T13:14:53.141Z;0;0;0;-11848;c;0002-07-21T00:00:00Z;sin comentario;1;128.281;12-12-2017 13:15;1
790;99;FU2;Z;20171212_131624.282 ;FU2Z12-12-2017_13:16:21.730;1;2021-07-04 23:27:25.101 ;4Testing;2017-12-12T13:16:24.282Z;2017-12-12T13:16:26.212Z;0;0;0;-3423;c;0002-07-21T00:00:00Z;sin comentario;1;4.327;12-12-2017 13:16;1
791;99;FU2;Z;20171212_131725.696 ;FU2Z12-12-2017_13:16:51.409;1;2021-07-04 23:27:25.102 ;4Testing;2017-12-12T13:17:25.696Z;2017-12-12T13:17:47.239Z;0;0;0;-44803;c;0002-07-21T00:00:00Z;sin comentario;1;25.465;12-12-2017 13:17;1
792;99;NBL;Z;20171212_131803.862 ;NBLZ12-12-2017_13:18:02.028;1;2021-07-04 23:27:25.103 ;4Testing;2017-12-12T13:18:03.862Z;2017-12-12T13:18:06.472Z;0;0;0;0.96494;c;0002-07-21T00:00:00Z;sin comentario;1;26.047;12-12-2017 13:18;1
793;99;FU2;Z;20171212_131839.242 ;FU2Z12-12-2017_13:18:34.317;1;2021-07-04 23:27:25.104 ;4Testing;2017-12-12T13:18:39.242Z;2017-12-12T13:18:38.862Z;0;0;0;-79704;c;0002-07-21T00:00:00Z;sin comentario;1;37.129;12-12-2017 13:18;1
794;99;FU2;Z;20171212_131839.242 ;FU2Z12-12-2017_13:18:17.188;1;2021-07-04 23:27:25.105 ;4Testing;2017-12-12T13:18:39.244Z;2017-12-12T13:18:18.411Z;0;0;0;-48763;c;0002-07-21T00:00:00Z;sin comentario;1;99.894;12-12-2017 13:18;1
795;99;FU2;Z;20171212_131839.242 ;FU2Z12-12-2017_13:17:59.548;1;2021-07-04 23:27:25.105 ;4Testing;2017-12-12T13:18:39.247Z;2017-12-12T13:18:38.847Z;0;0;0;-171804;c;0002-07-21T00:00:00Z;sin comentario;1;52.587;12-12-2017 13:18;1
796;99;FU2;Z;20171212_131839.242 ;FU2Z12-12-2017_13:17:42.798;1;2021-07-04 23:27:25.106 ;4Testing;2017-12-12T13:18:39.249Z;2017-12-12T13:18:38.849Z;0;0;0;-4.89;c;0002-07-21T00:00:00Z;sin comentario;1;8.072;12-12-2017 13:17;1
797;99;FU2;Z;20171212_131901.214 ;FU2Z12-12-2017_13:18:47.657;1;2021-07-04 23:27:25.107 ;4Testing;2017-12-12T13:19:01.214Z;2017-12-12T13:19:04.004Z;0;0;0;-32117;c;0002-07-21T00:00:00Z;sin comentario;1;28.217;12-12-2017 13:18;1
799;99;FU2;Z;20171212_131949.649 ;FU2Z12-12-2017_13:18:59.507;1;2021-07-04 23:27:25.110 ;4Testing;2017-12-12T13:19:49.649Z;2017-12-12T13:18:57.621Z;0;0;0;-108379;c;0002-07-21T00:00:00Z;sin comentario;1;147.415;12-12-2017 13:19;1
800;99;FU2;Z;20171212_132037.008 ;FU2Z12-12-2017_13:19:48.296;1;2021-07-04 23:27:25.110 ;4Testing;2017-12-12T13:20:37.008Z;2017-12-12T13:19:52.772Z;0;0;0;-263369;c;0002-07-21T00:00:00Z;sin comentario;1;4.357;12-12-2017 13:19;1
801;99;FU2;Z;20171212_132148.752 ;FU2Z12-12-2017_13:21:43.833;1;2021-07-04 23:27:25.111 ;4Testing;2017-12-12T13:21:48.752Z;2017-12-12T13:21:40.431Z;0;0;0;-0.74837;c;0002-07-21T00:00:00Z;sin comentario;1;127.788;12-12-2017 13:21;1
802;99;FU2;Z;20171212_132302.952 ;FU2Z12-12-2017_13:22:59.542;1;2021-07-04 23:27:25.111 ;4Testing;2017-12-12T13:23:02.952Z;2017-12-12T13:23:04.032Z;0;0;0;-35304;c;0002-07-21T00:00:00Z;sin comentario;1;32.917;12-12-2017 13:23;1
803;99;FU2;Z;20171212_132404.289 ;FU2Z12-12-2017_13:23:12.922;1;2021-07-04 23:27:25.113 ;4Testing;2017-12-12T13:24:04.289Z;2017-12-12T13:23:09.531Z;0;0;0;-111151;c;0002-07-21T00:00:00Z;sin comentario;1;67.445;12-12-2017 13:23;1
804;99;FU2;Z;20171212_132502.845 ;FU2Z12-12-2017_13:24:39.380;1;2021-07-04 23:27:25.113 ;4Testing;2017-12-12T13:25:02.845Z;2017-12-12T13:25:04.015Z;0;0;0;-3217;c;0002-07-21T00:00:00Z;sin comentario;1;65.441;12-12-2017 13:24;1
805;99;FU2;Z;20171212_132502.845 ;FU2Z12-12-2017_13:24:59.510;1;2021-07-04 23:27:25.114 ;4Testing;2017-12-12T13:25:03.132Z;2017-12-12T13:25:04.012Z;0;0;0;-58396;c;0002-07-21T00:00:00Z;sin comentario;1;63.789;12-12-2017 13:25;1
806;99;FU2;Z;20171212_132628.423 ;FU2Z12-12-2017_13:26:17.398;1;2021-07-04 23:27:25.115 ;4Testing;2017-12-12T13:26:28.423Z;2017-12-12T13:26:30.793Z;0;0;0;-62077;c;0002-07-21T00:00:00Z;sin comentario;1;35.329;12-12-2017 13:26;1
807;99;SHG;Z;20171212_132652.302 ;SHGZ12-12-2017_13:26:48.727;1;2021-07-04 23:27:25.116 ;4Testing;2017-12-12T13:26:52.302Z;2017-12-12T13:27:00.213Z;0;0;0;95081;c;0002-07-21T00:00:00Z;sin comentario;1;42.653;12-12-2017 13:27;1
808;99;FRE;Z;20171212_132652.302 ;FREZ12-12-2017_13:26:47.757;1;2021-07-04 23:27:25.116 ;4Testing;2017-12-12T13:26:52.642Z;2017-12-12T13:27:00.233Z;0;0;0;179019;c;0002-07-21T00:00:00Z;sin comentario;1;7.244;12-12-2017 13:27;1
809;99;FU2;Z;20171212_132735.502 ;FU2Z12-12-2017_13:27:30.567;1;2021-07-04 23:27:25.117 ;4Testing;2017-12-12T13:27:35.502Z;2017-12-12T13:27:35.082Z;0;0;0;-26499;c;0002-07-21T00:00:00Z;sin comentario;1;70.041;12-12-2017 13:27;1
810;99;FU2;Z;20171212_132735.502 ;FU2Z12-12-2017_13:27:12.927;1;2021-07-04 23:27:25.118 ;4Testing;2017-12-12T13:27:35.505Z;2017-12-12T13:27:35.085Z;0;0;0;-62284;c;0002-07-21T00:00:00Z;sin comentario;1;38.945;12-12-2017 13:27;1
811;99;FU2;Z;20171212_132735.502 ;FU2Z12-12-2017_13:26:39.658;1;2021-07-04 23:27:25.119 ;4Testing;2017-12-12T13:27:35.509Z;2017-12-12T13:27:35.069Z;0;0;0;-51248;c;0002-07-21T00:00:00Z;sin comentario;1;34.618;12-12-2017 13:26;1
812;99;FU2;Z;20171212_132904.422 ;FU2Z12-12-2017_13:28:59.495;1;2021-07-04 23:27:25.120 ;4Testing;2017-12-12T13:29:04.422Z;2017-12-12T13:29:03.962Z;0;0;0;-26556;c;0002-07-21T00:00:00Z;sin comentario;1;73.256;12-12-2017 13:29;1
813;99;FU2;Z;20171212_132943.753 ;FU2Z12-12-2017_13:29:34.404;1;2021-07-04 23:27:25.120 ;4Testing;2017-12-12T13:29:43.753Z;2017-12-12T13:29:38.912Z;0;0;0;-64058;c;0002-07-21T00:00:00Z;sin comentario;1;19.707;12-12-2017 13:29;1
814;99;FU2;Z;20171212_133052.988 ;FU2Z12-12-2017_13:30:08.423;1;2021-07-04 23:27:25.121 ;4Testing;2017-12-12T13:30:52.988Z;2017-12-12T13:30:06.431Z;0;0;0;-31024;c;0002-07-21T00:00:00Z;sin comentario;1;86.322;12-12-2017 13:30;1
815;99;FU2;Z;20171212_133235.462 ;FU2Z12-12-2017_13:32:30.551;1;2021-07-04 23:27:25.122 ;4Testing;2017-12-12T13:32:35.462Z;2017-12-12T13:32:27.361Z;0;0;0;-0.42935;c;0002-07-21T00:00:00Z;sin comentario;1;219.174;12-12-2017 13:32;1
816;99;SHG;Z;20171212_133245.272 ;SHGZ12-12-2017_13:32:41.170;1;2021-07-04 23:27:25.123 ;4Testing;2017-12-12T13:32:45.272Z;2017-12-12T13:32:46.092Z;0;0;0;60588;c;0002-07-21T00:00:00Z;sin comentario;1;27.343;12-12-2017 13:32;1
817;99;FU2;Z;20171212_133304.412 ;FU2Z12-12-2017_13:32:59.480;1;2021-07-04 23:27:25.124 ;4Testing;2017-12-12T13:33:04.412Z;2017-12-12T13:33:03.942Z;0;0;0;-141225;c;0002-07-21T00:00:00Z;sin comentario;1;31.185;12-12-2017 13:33;1
818;99;FRE;Z;20171212_133332.369 ;FREZ12-12-2017_13:32:41.620;1;2021-07-04 23:27:25.124 ;4Testing;2017-12-12T13:33:32.369Z;2017-12-12T13:32:47.062Z;0;0;0;-0.33163;c;0002-07-21T00:00:00Z;sin comentario;1;36.424;12-12-2017 13:32;1
819;99;FU2;Z;20171212_133404.433 ;FU2Z12-12-2017_13:33:55.079;1;2021-07-04 23:27:25.125 ;4Testing;2017-12-12T13:34:04.433Z;2017-12-12T13:34:04.003Z;0;0;0;-48525;c;0002-07-21T00:00:00Z;sin comentario;1;55.309;12-12-2017 13:34;1
820;99;FU2;Z;20171212_133633.387 ;FU2Z12-12-2017_13:35:55.077;1;2021-07-04 23:27:25.126 ;4Testing;2017-12-12T13:36:33.387Z;2017-12-12T13:36:04.033Z;0;0;0;-46753;c;0002-07-21T00:00:00Z;sin comentario;1;49.905;12-12-2017 13:36;1
821;99;FU2;Z;20171212_133633.387 ;FU2Z12-12-2017_13:35:43.627;1;2021-07-04 23:27:25.127 ;4Testing;2017-12-12T13:36:33.389Z;2017-12-12T13:36:04.045Z;0;0;0;-102817;c;0002-07-21T00:00:00Z;sin comentario;1;21.528;12-12-2017 13:35;1
823;99;FU2;Z;20171212_133702.902 ;FU2Z12-12-2017_13:36:59.535;1;2021-07-04 23:27:25.129 ;4Testing;2017-12-12T13:37:02.902Z;2017-12-12T13:37:04.072Z;0;0;0;22849;c;0002-07-21T00:00:00Z;sin comentario;1;2.9;12-12-2017 13:37;1
824;99;FU2;Z;20171212_133814.192 ;FU2Z12-12-2017_13:38:12.804;1;2021-07-04 23:27:25.129 ;4Testing;2017-12-12T13:38:14.192Z;2017-12-12T13:38:17.312Z;0;0;0;15506;c;0002-07-21T00:00:00Z;sin comentario;1;28.061;12-12-2017 13:38;1
825;99;FU2;Z;20171212_134010.559 ;FU2Z12-12-2017_13:39:16.923;1;2021-07-04 23:27:25.130 ;4Testing;2017-12-12T13:40:10.559Z;2017-12-12T13:39:21.452Z;0;0;0;-29754;c;0002-07-21T00:00:00Z;sin comentario;1;38.008;12-12-2017 13:39;1
826;99;FU2;Z;20171212_134027.114 ;FU2Z12-12-2017_13:40:08.312;1;2021-07-04 23:27:25.131 ;4Testing;2017-12-12T13:40:27.114Z;2017-12-12T13:40:30.255Z;0;0;0;-177825;c;0002-07-21T00:00:00Z;sin comentario;1;92.907;12-12-2017 13:40;1
827;99;FU2;Z;20171212_134027.114 ;FU2Z12-12-2017_13:40:25.731;1;2021-07-04 23:27:25.132 ;4Testing;2017-12-12T13:40:30.682Z;2017-12-12T13:40:30.262Z;0;0;0;-17564;c;0002-07-21T00:00:00Z;sin comentario;1;90.881;12-12-2017 13:40;1
828;99;FU2;Z;20171212_134127.807 ;FU2Z12-12-2017_13:40:47.531;1;2021-07-04 23:27:25.133 ;4Testing;2017-12-12T13:41:27.807Z;2017-12-12T13:40:44.241Z;0;0;0;-42623;c;0002-07-21T00:00:00Z;sin comentario;1;127.734;12-12-2017 13:40;1
829;99;FU2;Z;20171212_134217.382 ;FU2Z12-12-2017_13:42:12.429;1;2021-07-04 23:27:25.133 ;4Testing;2017-12-12T13:42:17.382Z;2017-12-12T13:42:16.932Z;0;0;0;-66315;c;0002-07-21T00:00:00Z;sin comentario;1;57.313;12-12-2017 13:42;1
830;99;FU2;Z;20171212_134217.382 ;FU2Z12-12-2017_13:41:55.069;1;2021-07-04 23:27:25.134 ;4Testing;2017-12-12T13:42:17.385Z;2017-12-12T13:42:16.934Z;0;0;0;-68196;c;0002-07-21T00:00:00Z;sin comentario;1;57.313;12-12-2017 13:42;1
831;99;FU2;Z;20171212_134301.294 ;FU2Z12-12-2017_13:42:43.078;1;2021-07-04 23:27:25.135 ;4Testing;2017-12-12T13:43:01.294Z;2017-12-12T13:42:44.281Z;0;0;0;-33968;c;0002-07-21T00:00:00Z;sin comentario;1;39.542;12-12-2017 13:42;1
832;99;FU2;Z;20171212_134426.752 ;FU2Z12-12-2017_13:44:21.796;1;2021-07-04 23:27:25.136 ;4Testing;2017-12-12T13:44:26.752Z;2017-12-12T13:44:26.312Z;0;0;0;-23077;c;0002-07-21T00:00:00Z;sin comentario;1;33.556;12-12-2017 13:44;1
833;99;FU2;Z;20171212_134522.155 ;FU2Z12-12-2017_13:44:55.076;1;2021-07-04 23:27:25.137 ;4Testing;2017-12-12T13:45:22.155Z;2017-12-12T13:45:21.825Z;0;0;0;-77279;c;0002-07-21T00:00:00Z;sin comentario;1;27.641;12-12-2017 13:45;1
834;99;FU2;Z;20171212_134526.913 ;FU2Z12-12-2017_13:45:17.295;1;2021-07-04 23:27:25.137 ;4Testing;2017-12-12T13:45:26.913Z;2017-12-12T13:45:21.822Z;0;0;0;-13963;c;0002-07-21T00:00:00Z;sin comentario;1;64.654;12-12-2017 13:45;1
835;99;NBL;Z;20171212_134535.382 ;NBLZ12-12-2017_13:45:32.485;1;2021-07-04 23:27:25.138 ;4Testing;2017-12-12T13:45:35.382Z;2017-12-12T13:45:36.862Z;0;0;0;-115311;c;0002-07-21T00:00:00Z;sin comentario;1;51.932;12-12-2017 13:45;1
836;99;FU2;Z;20171212_134656.862 ;FU2Z12-12-2017_13:46:52.633;1;2021-07-04 23:27:25.139 ;4Testing;2017-12-12T13:46:56.862Z;2017-12-12T13:46:49.531Z;0;0;0;-12651;c;0002-07-21T00:00:00Z;sin comentario;1;38.484;12-12-2017 13:47;1
837;99;FU2;Z;20171212_134817.502 ;FU2Z12-12-2017_13:48:12.732;1;2021-07-04 23:27:25.140 ;4Testing;2017-12-12T13:48:17.502Z;2017-12-12T13:48:09.531Z;0;0;0;-0.73052;c;0002-07-21T00:00:00Z;sin comentario;1;107.697;12-12-2017 13:48;1
838;99;FU2;Z;20171212_134817.502 ;FU2Z12-12-2017_13:47:55.062;1;2021-07-04 23:27:25.141 ;4Testing;2017-12-12T13:48:17.615Z;2017-12-12T13:48:17.174Z;0;0;0;-97557;c;0002-07-21T00:00:00Z;sin comentario;1;34.303;12-12-2017 13:48;1
839;99;FRE;Z;20171212_134849.948 ;FREZ12-12-2017_13:48:04.312;1;2021-07-04 23:27:25.141 ;4Testing;2017-12-12T13:48:49.948Z;2017-12-12T13:48:08.792Z;0;0;0;-6501;c;0002-07-21T00:00:00Z;sin comentario;1;22.331;12-12-2017 13:48;1
840;99;FU2;Z;20171212_134917.525 ;FU2Z12-12-2017_13:48:55.071;1;2021-07-04 23:27:25.142 ;4Testing;2017-12-12T13:49:17.525Z;2017-12-12T13:49:17.115Z;0;0;0;16151;c;0002-07-21T00:00:00Z;sin comentario;1;1.839;12-12-2017 13:49;1
